show,season,ep,title,city_or_area,country,state,coordinates,source,lat,long,tt,country_clean
No Reservations,1,1,France: Why the French Don't Suck,Paris,France,NA,"48.856614,2.352222",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,48.856614,2.352222,"Season 1 | Ep. 1 | Paris, France",France
No Reservations,1,2,Iceland: Hello Darkness My Old Friend,Reykjavík,Iceland,NA,"64.126521,-21.817439",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,64.126521,-21.817439,"Season 1 | Ep. 2 | Reykjavík, Iceland",Iceland
No Reservations,1,3,New Jersey,Fort Lee,United States,NJ,"40.850933,-73.970138",http://ethnicnj.com/bourdains-new-jersey-the-restaurants/,40.850933,-73.970138,"Season 1 | Ep. 3 | Fort Lee, United States",USA
No Reservations,1,3,New Jersey,Barnegat Light,United States,NJ,"39.757620,-74.106247",http://ethnicnj.com/bourdains-new-jersey-the-restaurants/,39.75762,-74.106247,"Season 1 | Ep. 3 | Barnegat Light, United States",USA
No Reservations,1,3,New Jersey,Atlantic City,United States,NJ,"39.364283,-74.422927",http://ethnicnj.com/bourdains-new-jersey-the-restaurants/,39.364283,-74.422927,"Season 1 | Ep. 3 | Atlantic City, United States",USA
No Reservations,1,3,New Jersey,Camden,United States,NJ,"39.925946,-75.119620",http://ethnicnj.com/bourdains-new-jersey-the-restaurants/,39.925946,-75.11962,"Season 1 | Ep. 3 | Camden, United States",USA
No Reservations,1,3,New Jersey,Warren Grove,United States,NJ,"39.746634,-74.370289",http://ethnicnj.com/bourdains-new-jersey-the-restaurants/,39.746634,-74.370289,"Season 1 | Ep. 3 | Warren Grove, United States",USA
No Reservations,1,3,New Jersey,Asbury Park,United States,NJ,"40.220391,-74.012082",http://ethnicnj.com/bourdains-new-jersey-the-restaurants/,40.220391,-74.012082,"Season 1 | Ep. 3 | Asbury Park, United States",USA
No Reservations,1,4,Vietnam: The Island of Mr. Sang,Hanoi,Vietnam,NA,"21.027764,105.834160",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,21.027764,105.83416,"Season 1 | Ep. 4 | Hanoi, Vietnam",Vietnam
No Reservations,1,4,Vietnam: The Island of Mr. Sang,Mai Châu,Vietnam,NA,"20.690134,105.008989",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,20.690134,105.008989,"Season 1 | Ep. 4 | Mai Châu, Vietnam",Vietnam
No Reservations,1,4,Vietnam: The Island of Mr. Sang,Tuần Châu,Vietnam,NA,"20.927450,106.986038",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,20.92745,106.986038,"Season 1 | Ep. 4 | Tuần Châu, Vietnam",Vietnam
No Reservations,1,5,Malaysia: Into the Jungle,Kuala Lumpur,Malaysia,NA,"3.139003,101.686855",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,3.139003,101.686855,"Season 1 | Ep. 5 | Kuala Lumpur, Malaysia",Malaysia
No Reservations,1,6,Sicily,"Parlermo, Sicily",Italy,NA,"38.115688,13.361267",https://www.imdb.com/title/tt0513622/locations?ref_=tt_dt_dt,38.115688,13.361267,"Season 1 | Ep. 6 | Parlermo, Sicily, Italy",Italy
No Reservations,1,6,Sicily,"Trapani, Sicily",Italy,NA,"38.017618,12.537202",https://www.imdb.com/title/tt0513622/locations?ref_=tt_dt_dt,38.017618,12.537202,"Season 1 | Ep. 6 | Trapani, Sicily, Italy",Italy
No Reservations,1,6,Sicily,"Agrigento, Sicily",Italy,NA,"37.309407,13.585982",https://www.imdb.com/title/tt0513622/locations?ref_=tt_dt_dt,37.309407,13.585982,"Season 1 | Ep. 6 | Agrigento, Sicily, Italy",Italy
No Reservations,1,6,Sicily,"Taormina, Sicily",Italy,NA,"37.851637,15.285313",https://www.imdb.com/title/tt0513622/locations?ref_=tt_dt_dt,37.851637,15.285313,"Season 1 | Ep. 6 | Taormina, Sicily, Italy",Italy
No Reservations,1,6,Sicily,"Catania, Sicily",Italy,NA,"37.507877,15.083030",https://www.imdb.com/title/tt0513622/locations?ref_=tt_dt_dt,37.507877,15.08303,"Season 1 | Ep. 6 | Catania, Sicily, Italy",Italy
No Reservations,1,7,Las Vegas,Las Vegas,United States,Nevada,"36.169941,-115.139830",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,36.169941,-115.13983,"Season 1 | Ep. 7 | Las Vegas, United States",USA
No Reservations,1,8,Uzbekistan,Samarkand,Uzbekistan,NA,"39.627012,66.974973",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,39.627012,66.974973,"Season 1 | Ep. 8 | Samarkand, Uzbekistan",Uzbekistan
No Reservations,1,8,Uzbekistan,Tashkent,Uzbekistan,NA,"41.299496,69.240073",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,41.299496,69.240073,"Season 1 | Ep. 8 | Tashkent, Uzbekistan",Uzbekistan
No Reservations,1,9,New Zealand: Down Under the Down Under,Christchurch,New Zealand,NA,"-43.532054,172.636225",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,-43.532054,172.636225,"Season 1 | Ep. 9 | Christchurch, New Zealand",New Zealand
No Reservations,2,1,Asia Special: China & Japan,Osaka,Japan,NA,"34.693738,135.502165",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,34.693738,135.502165,"Season 2 | Ep. 1 | Osaka, Japan",Japan
No Reservations,2,1,Asia Special: China & Japan,Kisoji,Japan,NA,"36.074885,138.089862",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,36.074885,138.089862,"Season 2 | Ep. 1 | Kisoji, Japan",Japan
No Reservations,2,1,Asia Special: China & Japan,Xi’an,China,NA,"34.341574,108.939770",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,34.341574,108.93977,"Season 2 | Ep. 1 | Xi’an, China",China
No Reservations,2,1,Asia Special: China & Japan,Beijing,China,NA,"39.904200,116.407396",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,39.9042,116.407396,"Season 2 | Ep. 1 | Beijing, China",China
No Reservations,2,1,Asia Special: China & Japan,Chengdu,China,NA,"30.572815,104.066801",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,30.572815,104.066801,"Season 2 | Ep. 1 | Chengdu, China",China
No Reservations,2,2,South Florida,Miami,United States,Florida,"25.761680,-80.191790",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,25.76168,-80.19179,"Season 2 | Ep. 2 | Miami, United States",USA
No Reservations,2,2,South Florida,Key West,United States,Florida,"24.555059,-81.779987",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,24.555059,-81.779987,"Season 2 | Ep. 2 | Key West, United States",USA
No Reservations,2,3,Peru,Lima,Peru,NA,"-12.046373,-77.042754",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,-12.046373000000001,-77.042754,"Season 2 | Ep. 3 | Lima, Peru",Peru
No Reservations,2,3,Peru,Tambopata,Peru,NA,"-12.582529,-69.193276",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,-12.582529,-69.193276,"Season 2 | Ep. 3 | Tambopata, Peru",Peru
No Reservations,2,3,Peru,Cusco,Peru,NA,"-13.531950,-71.967463",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,-13.53195,-71.967463,"Season 2 | Ep. 3 | Cusco, Peru",Peru
No Reservations,2,3,Peru,Machu Picchu,Peru,NA,"-13.163141,-72.544963",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,-13.163141,-72.544963,"Season 2 | Ep. 3 | Machu Picchu, Peru",Peru
No Reservations,2,4,Peru,"Montreal, Quebec",Canada,NA,"45.501689,-73.567256",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,45.501689,-73.567256,"Season 2 | Ep. 4 | Montreal, Quebec, Canada",Canada
No Reservations,2,4,Quebec,"Marieville, Quebec",Canada,NA,"45.432629,-73.160204",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,45.432629,-73.160204,"Season 2 | Ep. 4 | Marieville, Quebec, Canada",Canada
No Reservations,2,4,Quebec,"Rigaud, Quebec",Canada,NA,"45.483074,-74.282199",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,45.483074,-74.282199,"Season 2 | Ep. 4 | Rigaud, Quebec, Canada",Canada
No Reservations,2,4,Quebec,"Inukjuak, Quebec",Canada,NA,"58.455121,-78.105103",https://www.imdb.com/title/tt0933410/locations?ref_=tt_dt_dt,58.455121,-78.105103,"Season 2 | Ep. 4 | Inukjuak, Quebec, Canada",Canada
No Reservations,2,5,Sweden,Stockholm,Sweden,NA,"59.329323,18.068581",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,59.329323,18.068581,"Season 2 | Ep. 5 | Stockholm, Sweden",Sweden
No Reservations,2,6,Puerto Rico,"Cayey, Puerto Rico",United States,NA,"18.111905,-66.166000",https://www.imdb.com/title/tt0933412/locations?ref_=tt_dt_dt,18.111905,-66.166,"Season 2 | Ep. 6 | Cayey, Puerto Rico, United States",USA
No Reservations,2,6,Puerto Rico,"Ponce, Puerto Rico",United States,NA,"18.011077,-66.614062",https://www.imdb.com/title/tt0933412/locations?ref_=tt_dt_dt,18.011077,-66.614062,"Season 2 | Ep. 6 | Ponce, Puerto Rico, United States",USA
No Reservations,2,6,Puerto Rico,"Bayam, Puerto Rico",United States,NA,"18.220833,-66.590149",https://www.imdb.com/title/tt0933412/locations?ref_=tt_dt_dt,18.220833,-66.590149,"Season 2 | Ep. 6 | Bayam, Puerto Rico, United States",USA
No Reservations,2,6,Puerto Rico,"San Juan, Puerto Rico",United States,NA,"18.465539,-66.105735",https://www.imdb.com/title/tt0933412/locations?ref_=tt_dt_dt,18.465539,-66.105735,"Season 2 | Ep. 6 | San Juan, Puerto Rico, United States",USA
No Reservations,2,6,Puerto Rico,"Isabela, Puerto Rico",United States,NA,"18.470386,-67.024206",https://www.imdb.com/title/tt0933412/locations?ref_=tt_dt_dt,18.470386,-67.024206,"Season 2 | Ep. 6 | Isabela, Puerto Rico, United States",USA
No Reservations,2,6,Puerto Rico,"Vega Baja, Puerto Rico",United States,NA,"18.446922,-66.397314",https://www.imdb.com/title/tt0933412/locations?ref_=tt_dt_dt,18.446922,-66.397314,"Season 2 | Ep. 6 | Vega Baja, Puerto Rico, United States",USA
No Reservations,2,6,Puerto Rico,"Caguas, Puerto Rico",United States,NA,"18.238799,-66.035249",https://www.imdb.com/title/tt0933412/locations?ref_=tt_dt_dt,18.238799,-66.035249,"Season 2 | Ep. 6 | Caguas, Puerto Rico, United States",USA
No Reservations,2,7,Japan,Osaka,Japan,NA,"34.693738,135.502165",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,34.693738,135.502165,"Season 2 | Ep. 7 | Osaka, Japan",Japan
No Reservations,2,8,US/Mexico Border,Del Rio,United States,Texas,"29.370886,-100.895867",https://www.imdb.com/title/tt0988175/locations?ref_=tt_dt_dt,29.370886,-100.895867,"Season 2 | Ep. 8 | Del Rio, United States",USA
No Reservations,2,8,US/Mexico Border,Rio Grande,United States,Texas,"26.379787,-98.820305",https://www.imdb.com/title/tt0988175/locations?ref_=tt_dt_dt,26.379787,-98.820305,"Season 2 | Ep. 8 | Rio Grande, United States",USA
No Reservations,2,8,US/Mexico Border,Monterrey,Mexico,NA,"25.686614,-100.316113",https://www.imdb.com/title/tt0988175/locations?ref_=tt_dt_dt,25.686614,-100.316113,"Season 2 | Ep. 8 | Monterrey, Mexico",Mexico
No Reservations,2,8,US/Mexico Border,Tamaulipas,Mexico,NA,"24.266940,-98.836275",https://www.imdb.com/title/tt0988175/locations?ref_=tt_dt_dt,24.26694,-98.836275,"Season 2 | Ep. 8 | Tamaulipas, Mexico",Mexico
No Reservations,2,8,US/Mexico Border,Coahuíla,Mexico,NA,"27.058676,-101.706829",https://www.imdb.com/title/tt0988175/locations?ref_=tt_dt_dt,27.058676,-101.706829,"Season 2 | Ep. 8 | Coahuíla, Mexico",Mexico
No Reservations,2,8,US/Mexico Border,Laredo,United States,Texas,"27.530567,-99.480324",https://www.imdb.com/title/tt0988175/locations?ref_=tt_dt_dt,27.530567,-99.480324,"Season 2 | Ep. 8 | Laredo, United States",USA
No Reservations,2,8,US/Mexico Border,Eagle Pass,United States,Texas,"28.709143,-100.499521",https://www.imdb.com/title/tt0988175/locations?ref_=tt_dt_dt,28.709143,-100.499521,"Season 2 | Ep. 8 | Eagle Pass, United States",USA
No Reservations,2,9,India (Rajasthan),Udaipur,India,NA,"24.585445,73.712479",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,24.585445,73.712479,"Season 2 | Ep. 9 | Udaipur, India",India
No Reservations,2,9,India (Rajasthan),Jodhpur,India,NA,"26.238947,73.024309",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,26.238947,73.024309,"Season 2 | Ep. 9 | Jodhpur, India",India
No Reservations,2,9,India (Rajasthan),Jaisalmer,India,NA,"26.915749,70.908344",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,26.915749,70.908344,"Season 2 | Ep. 9 | Jaisalmer, India",India
No Reservations,2,10,India (Kolkata/Mumbai),Kolkata,India,NA,"22.572646,88.363895",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,22.572646,88.363895,"Season 2 | Ep. 10 | Kolkata, India",India
No Reservations,2,10,India (Kolkata/Mumbai),Mumbai,India,NA,"19.075984,72.877656",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,19.075984,72.877656,"Season 2 | Ep. 10 | Mumbai, India",India
No Reservations,2,11,Korea,Seoul,South Korea,NA,"37.566535,126.977969",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,37.566535,126.977969,"Season 2 | Ep. 11 | Seoul, South Korea",South Korea
No Reservations,2,12,Indonesia,Bali,Indonesia,NA,"-8.409518,115.188916",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,-8.409518,115.188916,"Season 2 | Ep. 12 | Bali, Indonesia",Indonesia
No Reservations,2,12,Indonesia,Jakarta,Indonesia,NA,"-6.175110,106.865039",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,-6.17511,106.865039,"Season 2 | Ep. 12 | Jakarta, Indonesia",Indonesia
No Reservations,2,13,Special: Decoding Ferran Adria,Barcelona,Spain,NA,"41.385064,2.173403",https://www.travelchannel.com/shows/anthony-bourdain/episodes/anthony-bourdain-no-reservations-decoding-ferran-adria,41.385064,2.173403,"Season 2 | Ep. 13 | Barcelona, Spain",Spain
No Reservations,2,14,Special: Anthony Bourdain in Beirut,Beirut,Lebanon,NA,"33.893791,35.501777",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,33.893791,35.501777,"Season 2 | Ep. 14 | Beirut, Lebanon",Lebanon
No Reservations,3,1,Ireland,Dublin,Ireland,NA,"53.349805,-6.260310",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,53.349805,-6.26031,"Season 3 | Ep. 1 | Dublin, Ireland",Ireland
No Reservations,3,1,Ireland,Belfast,Ireland,NA,"54.597285,-5.930120",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,54.597285,-5.93012,"Season 3 | Ep. 1 | Belfast, Ireland",Ireland
No Reservations,3,2,Ghana,Accra,Ghana,NA,"5.603717,-0.186964",https://www.imdb.com/title/tt0943556/locations?ref_=tt_dt_dt,5.603717,-0.186964,"Season 3 | Ep. 2 | Accra, Ghana",Ghana
No Reservations,3,2,Ghana,Ashanti,Ghana,NA,"6.747044,-1.520862",https://www.imdb.com/title/tt0943556/locations?ref_=tt_dt_dt,6.747044,-1.520862,"Season 3 | Ep. 2 | Ashanti, Ghana",Ghana
No Reservations,3,2,Ghana,Nzulezo,Ghana,NA,"5.020827,-2.597921",https://www.imdb.com/title/tt0943556/locations?ref_=tt_dt_dt,5.020827,-2.597921,"Season 3 | Ep. 2 | Nzulezo, Ghana",Ghana
No Reservations,3,2,Ghana,Mole Game Reserve,Ghana,NA,"9.500000,-2.000000",https://www.imdb.com/title/tt0943556/locations?ref_=tt_dt_dt,9.5,-2,"Season 3 | Ep. 2 | Mole Game Reserve, Ghana",Ghana
No Reservations,3,2,Ghana,Adanwomase,Ghana,NA,"6.831355,-1.462624",https://www.imdb.com/title/tt0943556/locations?ref_=tt_dt_dt,6.831355,-1.462624,"Season 3 | Ep. 2 | Adanwomase, Ghana",Ghana
No Reservations,3,2,Ghana,Beyin,Ghana,NA,"4.988470,-2.590404",https://www.imdb.com/title/tt0943556/locations?ref_=tt_dt_dt,4.98847,-2.590404,"Season 3 | Ep. 2 | Beyin, Ghana",Ghana
No Reservations,3,3,Pacific Northwest,Portland,Oregon,NA,"45.512231,-122.658719",https://www.imdb.com/title/tt0943559/locations?ref_=tt_dt_dt,45.512231,-122.658719,"Season 3 | Ep. 3 | Portland, Oregon",USA
No Reservations,3,3,Pacific Northwest,Seattle,Washington,NA,"47.606209,-122.332071",https://www.imdb.com/title/tt0943559/locations?ref_=tt_dt_dt,47.606209,-122.332071,"Season 3 | Ep. 3 | Seattle, Washington",USA
No Reservations,3,3,Pacific Northwest,Shelton,Washington,NA,"47.215094,-123.100707",https://www.imdb.com/title/tt0943559/locations?ref_=tt_dt_dt,47.215094,-123.100707,"Season 3 | Ep. 3 | Shelton, Washington",USA
No Reservations,3,4,Namibia,Walvis Bay,Namibia,NA,"-22.958408,14.505751",https://www.imdb.com/title/tt0943558/locations?ref_=tt_dt_dt,-22.958408,14.505751,"Season 3 | Ep. 4 | Walvis Bay, Namibia",Namibia
No Reservations,3,4,Namibia,Windhoek,Namibia,NA,"-22.560881,17.065755",https://www.imdb.com/title/tt0943558/locations?ref_=tt_dt_dt,-22.560881,17.065755,"Season 3 | Ep. 4 | Windhoek, Namibia",Namibia
No Reservations,3,4,Namibia,Katutura,Namibia,NA,"-22.521134,17.059849",https://www.imdb.com/title/tt0943558/locations?ref_=tt_dt_dt,-22.521134,17.059849,"Season 3 | Ep. 4 | Katutura, Namibia",Namibia
No Reservations,3,4,Namibia,Khomas,Namibia,NA,"-22.637785,17.101193",https://www.imdb.com/title/tt0943558/locations?ref_=tt_dt_dt,-22.637785,17.101193,"Season 3 | Ep. 4 | Khomas, Namibia",Namibia
No Reservations,3,5,Russia,Moscow,Russia,NA,"55.755826,37.617300",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,55.755826,37.6173,"Season 3 | Ep. 5 | Moscow, Russia",Russia
No Reservations,3,6,Los Angeles,Los Angeles,United States,California,"34.052234,-118.243685",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,34.052234,-118.243685,"Season 3 | Ep. 6 | Los Angeles, United States",USA
No Reservations,3,7,From Shanghai to Shangri-la,Shanghai,China,NA,"31.230390,121.473702",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,31.23039,121.473702,"Season 3 | Ep. 7 | Shanghai, China",China
No Reservations,3,7,From Shanghai to Shangri-la,Dali,China,NA,"25.606486,100.267638",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,25.606486,100.267638,"Season 3 | Ep. 7 | Dali, China",China
No Reservations,3,7,From Shanghai to Shangri-la,Lijiang,China,NA,"26.855047,100.227750",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,26.855047,100.22775,"Season 3 | Ep. 7 | Lijiang, China",China
No Reservations,3,7,From Shanghai to Shangri-la,Zhangdian,China,NA,"36.806669,118.017938",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,36.806669,118.017938,"Season 3 | Ep. 7 | Zhangdian, China",China
No Reservations,3,8,New York City,New York,United States,New York,"40.712775,-74.005973",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,40.712775,-74.005973,"Season 3 | Ep. 8 | New York, United States",USA
No Reservations,3,9,Brazil,São Paulo,Brazil,NA,"-23.550520,-46.633309",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,-23.55052,-46.633309,"Season 3 | Ep. 9 | São Paulo, Brazil",Brazil
No Reservations,3,10,French Polynesia,Tahiti,French Polynesia,NA,"-17.650920,-149.426042",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,-17.65092,-149.426042,"Season 3 | Ep. 10 | Tahiti, French Polynesia",French Polynesia
No Reservations,3,10,French Polynesia,Tuamotu Archipelago,French Polynesia,NA,"-18.615949,-138.719142",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,-18.615949,-138.719142,"Season 3 | Ep. 10 | Tuamotu Archipelago, French Polynesia",French Polynesia
No Reservations,3,10,French Polynesia,Marquesas Islands,French Polynesia,NA,"-9.781216,-139.081712",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,-9.781216,-139.081712,"Season 3 | Ep. 10 | Marquesas Islands, French Polynesia",French Polynesia
No Reservations,3,11,Cleveland,Cleveland,United States,Ohio,"41.499320,-81.694361",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,41.49932,-81.694361,"Season 3 | Ep. 11 | Cleveland, United States",USA
No Reservations,3,12,Hong Kong,Hong Kong,China,NA,"22.396428,114.109497",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,22.396428,114.109497,"Season 3 | Ep. 12 | Hong Kong, China",China
